item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
211295,complete,07-01-2016,kcc_krone deal,360,1,360,100147555,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211293,canceled,07-01-2016,darzee_DP-234-B-Pink-15-M,1450,1,1450,100147554,Men's Fashion,\N,0,ublcreditcard,07-01-2016,Gross,"1,450",2016,7,2016-7,Jul-16,FY17,52
211296,canceled,07-01-2016,sentiments_Ferrero Rocher Gift Box,1,1,1,100147556,\N,\N,0,cod,07-01-2016,Gross,1,2016,7,2016-7,Jul-16,FY17,55
211297,complete,07-01-2016,kcc_krone deal,360,1,360,100147557,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211298,complete,07-01-2016,kcc_krone deal,360,1,360,100147558,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211299,order_refunded,07-01-2016,Q MOBILE Noir W7,3950,1,3950,100147559,Mobiles & Tablets,C SKZ 41328,0,cod,07-01-2016,Valid,"3,950",2016,7,2016-7,Jul-16,FY17,56
211300,complete,07-01-2016,kcc_krone deal,360,1,360,100147560,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211301,order_refunded,07-01-2016,UK_Gulab Jamun Tin Pack 500 Gms,260,1,600,100147561,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Valid,260,2016,7,2016-7,Jul-16,FY17,53
211302,order_refunded,07-01-2016,UK_Chum Chum Tin Pack  500 Gms,260,1,600,100147561,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Valid,260,2016,7,2016-7,Jul-16,FY17,53
211303,order_refunded,07-01-2016,UK_Namkino Mix Nimco 200 Gms,80,1,600,100147561,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Valid,80,2016,7,2016-7,Jul-16,FY17,53
211304,complete,07-01-2016,kcc_krone deal,360,1,360,100147562,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211305,complete,07-01-2016,kcc_krone deal,360,1,360,100147563,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211306,complete,07-01-2016,kcc_krone deal,360,1,360,100147564,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211307,complete,07-01-2016,kcc_krone deal,360,1,360,100147565,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211308,order_refunded,07-01-2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,760,100147566,Soghaat,C-RWP-41876,0,cod,07-01-2016,Valid,760,2016,7,2016-7,Jul-16,FY17,33
211309,complete,07-01-2016,kcc_krone deal,360,1,360,100147567,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211310,complete,07-01-2016,UK_Gulab Jamun Tin Pack 500 Gms,260,1,600,100147568,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211311,complete,07-01-2016,UK_Chum Chum Tin Pack  500 Gms,260,1,600,100147568,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211312,complete,07-01-2016,UK_Namkino Mix Nimco 200 Gms,80,1,600,100147568,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,80,2016,7,2016-7,Jul-16,FY17,53
211313,complete,07-01-2016,RS_Kaju Barfi,425,1,1125,100147569,Soghaat,\N,0,cod,07-01-2016,Net,425,2016,7,2016-7,Jul-16,FY17,57
211314,complete,07-01-2016,RS_Sohan Halwa Tin,300,1,1125,100147569,Soghaat,\N,0,cod,07-01-2016,Net,300,2016,7,2016-7,Jul-16,FY17,57
211315,complete,07-01-2016,RS_cake rusk,190,1,1125,100147569,Soghaat,\N,0,cod,07-01-2016,Net,190,2016,7,2016-7,Jul-16,FY17,57
211316,complete,07-01-2016,HR_Bhel Puri 200g,210,1,1125,100147569,Soghaat,\N,0,cod,07-01-2016,Net,210,2016,7,2016-7,Jul-16,FY17,57
211317,complete,07-01-2016,kcc_krone deal,360,1,360,100147570,Beauty & Grooming,C-RWP-47599,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,33
211318,complete,07-01-2016,UK_Gulab Jamun Tin Pack 500 Gms,260,1,600,100147571,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211319,complete,07-01-2016,UK_Chum Chum Tin Pack  500 Gms,260,1,600,100147571,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211320,complete,07-01-2016,UK_Namkino Mix Nimco 200 Gms,80,1,600,100147571,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,80,2016,7,2016-7,Jul-16,FY17,53
211321,canceled,07-01-2016,UK_Gift Box Almond Delight 500 Gms,350,1,350,100147572,Soghaat,\N,0,cod,07-01-2016,Gross,350,2016,7,2016-7,Jul-16,FY17,58
211322,order_refunded,07-01-2016,UK_Gift Box Almond Delight 500 Gms,350,1,350,100147573,Soghaat,C-FSD-41249,0,cod,07-01-2016,Valid,350,2016,7,2016-7,Jul-16,FY17,58
211324,complete,07-01-2016,UK_Gulab Jamun Tin Pack 500 Gms,260,1,600,100147575,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211325,complete,07-01-2016,UK_Chum Chum Tin Pack  500 Gms,260,1,600,100147575,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211326,complete,07-01-2016,UK_Namkino Mix Nimco 200 Gms,80,1,600,100147575,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,80,2016,7,2016-7,Jul-16,FY17,53
211323,order_refunded,07-01-2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,760,100147574,Soghaat,C-RWP-102528,0,cod,07-01-2016,Valid,760,2016,7,2016-7,Jul-16,FY17,33
211328,complete,07-01-2016,kcc_krone deal,360,1,360,100147577,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211327,order_refunded,07-01-2016,kcc_krone deal,360,1,360,100147576,Beauty & Grooming,C-RWP-102528,0,cod,07-01-2016,Valid,360,2016,7,2016-7,Jul-16,FY17,33
211329,complete,07-01-2016,UK_Soan Papdi 500 Gms,280,1,280,100147578,Soghaat,C LHE 41938,0,cod,07-01-2016,Net,280,2016,7,2016-7,Jul-16,FY17,59
211330,order_refunded,07-01-2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,760,100147579,Soghaat,C-RWP-30884,0,cod,07-01-2016,Valid,760,2016,7,2016-7,Jul-16,FY17,33
211332,complete,07-01-2016,UK_Gulab Jamun Tin Pack 500 Gms,260,1,600,100147581,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211333,complete,07-01-2016,UK_Chum Chum Tin Pack  500 Gms,260,1,600,100147581,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,53
211334,complete,07-01-2016,UK_Namkino Mix Nimco 200 Gms,80,1,600,100147581,Soghaat,R-KHS-103986,0,cashatdoorstep,07-01-2016,Net,80,2016,7,2016-7,Jul-16,FY17,53
211331,complete,07-01-2016,kcc_krone deal,360,1,360,100147580,Beauty & Grooming,C-RWP-31520,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,33
211336,order_refunded,07-01-2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,760,100147583,Soghaat,C-RWP-31691,0,cod,07-01-2016,Valid,760,2016,7,2016-7,Jul-16,FY17,33
211335,complete,07-01-2016,kcc_krone deal,360,1,360,100147582,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211337,complete,07-01-2016,kcc_krone deal,360,1,360,100147584,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211338,complete,07-01-2016,kcc_krone deal,360,1,360,100147585,Beauty & Grooming,C-RWP-31691,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,33
211339,complete,07-01-2016,kcc_krone deal,360,1,360,100147586,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211340,complete,07-01-2016,kcc_glamour deal,320,1,320,100147587,Beauty & Grooming,C-RWP-31691,0,cod,07-01-2016,Net,320,2016,7,2016-7,Jul-16,FY17,33
211341,complete,07-01-2016,kcc_krone deal,360,1,360,100147588,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211342,complete,07-01-2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147589,Beauty & Grooming,C SKZ 103997,0,cod,07-01-2016,Net,240,2016,7,2016-7,Jul-16,FY17,56
211343,complete,07-01-2016,Al Muhafiz Sohan Halwa Almond,350,1,150,100147590,Soghaat,c-fsd-759,200,cod,07-01-2016,Net,350,2016,7,2016-7,Jul-16,FY17,60
211344,canceled,07-01-2016,Huawei Honor 4C,16460,1,16460,100147591,Mobiles & Tablets,C-MUX-R52221,0,cod,07-01-2016,Gross,"16,460",2016,7,2016-7,Jul-16,FY17,61
211347,complete,07-01-2016,bata_comfit-8614096-43-9,599,1,599,100147593,Men's Fashion,\N,0,cod,07-01-2016,Net,599,2016,7,2016-7,Jul-16,FY17,62
211345,complete,07-01-2016,bata_comfit-8614096-41-7,599,1,599,100147592,Men's Fashion,7828,0,cod,07-01-2016,Net,599,2016,7,2016-7,Jul-16,FY17,63
211350,complete,07-01-2016,kcc_krone deal,360,1,360,100147595,Beauty & Grooming,7828,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,63
211349,complete,07-01-2016,kcc_krone deal,360,1,360,100147594,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211352,complete,07-01-2016,UK_Gift Box Baklawa 300 Gms,265,1,155,100147597,Soghaat,c-fsd-759,149.3,cod,07-01-2016,Net,265,2016,7,2016-7,Jul-16,FY17,60
211353,complete,07-01-2016,UK_Namkino Daal Moth Classic 160 Gms,90,1,155,100147597,Soghaat,c-fsd-759,50.7,cod,07-01-2016,Net,90,2016,7,2016-7,Jul-16,FY17,60
211351,complete,07-01-2016,kcc_krone deal,360,1,360,100147596,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211354,complete,07-01-2016,kcc_krone deal,360,1,360,100147598,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211355,complete,07-01-2016,kcc_Bold Pocket Perfume,120,1,120,100147599,Beauty & Grooming,7828,0,cod,07-01-2016,Net,120,2016,7,2016-7,Jul-16,FY17,63
211356,complete,07-01-2016,kcc_krone deal,360,1,360,100147600,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211357,complete,07-01-2016,kcc_krone deal,360,1,360,100147601,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211358,complete,07-01-2016,UK_Gulab Jamun Tin Pack 500 Gms,260,1,150,100147602,Soghaat,c-fsd-759,148.57,cod,07-01-2016,Net,260,2016,7,2016-7,Jul-16,FY17,60
211359,complete,07-01-2016,UK_Cake Rusk Original 150 Gms,90,1,150,100147602,Soghaat,c-fsd-759,51.43,cod,07-01-2016,Net,90,2016,7,2016-7,Jul-16,FY17,60
211360,complete,07-01-2016,kcc_krone deal,360,1,360,100147603,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211361,complete,07-01-2016,itter_AB 1207,250,1,250,100147604,Beauty & Grooming,7828,0,cod,07-01-2016,Net,250,2016,7,2016-7,Jul-16,FY17,63
211362,complete,07-01-2016,kcc_krone deal,360,1,360,100147605,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211363,complete,07-01-2016,Samsung Galaxy J7,25999,1,25999,100147606,Mobiles & Tablets,C-HDD-44781,0,cod,07-01-2016,Net,"25,999",2016,7,2016-7,Jul-16,FY17,64
211365,complete,07-01-2016,kcc_glamour deal,320,1,920,100147608,Beauty & Grooming,\N,0,cod,07-01-2016,Net,320,2016,7,2016-7,Jul-16,FY17,65
211366,complete,07-01-2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,920,100147608,Beauty & Grooming,\N,0,cod,07-01-2016,Net,240,2016,7,2016-7,Jul-16,FY17,65
211367,complete,07-01-2016,kcc_krone deal,360,1,920,100147608,Beauty & Grooming,\N,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,65
211364,complete,07-01-2016,kcc_krone deal,360,1,360,100147607,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211368,order_refunded,07-01-2016,Dany_AUK 55 ,3900,1,3900,100147609,Mobiles & Tablets,R-RWP-103991,0,cod,07-01-2016,Valid,"3,900",2016,7,2016-7,Jul-16,FY17,66
211369,complete,07-01-2016,kcc_krone deal,360,1,360,100147610,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211370,complete,07-01-2016,anex_2028,3600,1,3600,100147611,Appliances,7828,0,cod,07-01-2016,Net,"3,600",2016,7,2016-7,Jul-16,FY17,63
211371,complete,07-01-2016,kcc_krone deal,360,1,360,100147612,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211372,complete,07-01-2016,kcc_krone deal,360,1,360,100147613,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211373,order_refunded,07-01-2016,Atiqa_ACFP-01,450,1,450,100147614,Beauty & Grooming,\N,0,cod,07-01-2016,Valid,450,2016,7,2016-7,Jul-16,FY17,67
211375,complete,07-01-2016,kcc_krone deal,360,1,360,100147616,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211374,complete,07-01-2016,Al Muhafiz Sohan Halwa Almond,350,2,700,100147615,Soghaat,\N,0,cod,07-01-2016,Net,700,2016,7,2016-7,Jul-16,FY17,68
211376,complete,07-01-2016,UK_Soan Papdi Orange 250 Gms,150,1,168,100147617,Soghaat,c-fsd-759,81.52,cod,07-01-2016,Net,150,2016,7,2016-7,Jul-16,FY17,60
211377,complete,07-01-2016,kcc_Xtreme Classical Men Shower Gel,143,1,168,100147617,Beauty & Grooming,c-fsd-759,77.72,cod,07-01-2016,Net,143,2016,7,2016-7,Jul-16,FY17,60
211378,complete,07-01-2016,UK_Tea Rusk Regular 220 Gms,75,1,168,100147617,Soghaat,c-fsd-759,40.76,cod,07-01-2016,Net,75,2016,7,2016-7,Jul-16,FY17,60
211379,complete,07-01-2016,kcc_krone deal,360,1,360,100147618,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211380,canceled,07-01-2016,Atiqa_ACFP-01,450,1,450,100147619,Beauty & Grooming,\N,0,cod,07-01-2016,Gross,450,2016,7,2016-7,Jul-16,FY17,67
211381,complete,07-01-2016,kcc_krone deal,360,1,360,100147620,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211382,complete,07-01-2016,kcc_krone deal,360,1,360,100147621,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211383,complete,07-01-2016,kcc_krone deal,360,1,360,100147622,Beauty & Grooming,C-MUX-100079,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211384,complete,07-01-2016,kcc_Glow,140,1,140,100147623,Beauty & Grooming,103996,0,cod,07-01-2016,Net,140,2016,7,2016-7,Jul-16,FY17,69
211385,complete,07-01-2016,Al Muhafiz Sohan Halwa Almond,350,1,350,100147624,Soghaat,\N,0,cod,07-01-2016,Net,350,2016,7,2016-7,Jul-16,FY17,70
211386,canceled,07-01-2016,Atiqa_ACFP-01,450,1,450,100147625,Beauty & Grooming,\N,0,cod,07-01-2016,Gross,450,2016,7,2016-7,Jul-16,FY17,67
211387,canceled,07-01-2016,emo_HST-17030-B-M,550,1,900,100147626,Men's Fashion,\N,0,cod,07-01-2016,Gross,550,2016,7,2016-7,Jul-16,FY17,71
211389,canceled,07-01-2016,Al Muhafiz Sohan Halwa Almond,350,1,900,100147626,Soghaat,\N,0,cod,07-01-2016,Gross,350,2016,7,2016-7,Jul-16,FY17,71
211390,complete,07-01-2016,Dany_Powerbank Pb- 41,1050,1,1050,100147627,Mobiles & Tablets,\N,0,cod,07-01-2016,Net,"1,050",2016,7,2016-7,Jul-16,FY17,72
211391,canceled,07-01-2016,Getiit_Joy,3750,1,3750,100147628,Men's Fashion,\N,0,cod,07-01-2016,Gross,"3,750",2016,7,2016-7,Jul-16,FY17,73
211393,canceled,07-01-2016,test_tcsconnect,2,1,2,100147630,\N,\N,0,mygateway,07-01-2016,Gross,2,2016,7,2016-7,Jul-16,FY17,73
211392,complete,07-01-2016,MYWALET_MW-012-BLACK,455,1,455,100147629,Men's Fashion,\N,0,cod,07-01-2016,Net,455,2016,7,2016-7,Jul-16,FY17,74
211394,canceled,07-01-2016,RS_Kaju Barfi,425,1,425,100147631,Soghaat,\N,0,cod,07-01-2016,Gross,425,2016,7,2016-7,Jul-16,FY17,75
211395,complete,07-01-2016,sstop_Mini AIr Conditioner,1335,2,2670,100147632,Appliances,\N,0,cod,07-01-2016,Net,"2,670",2016,7,2016-7,Jul-16,FY17,76
211396,order_refunded,07-01-2016,Huawei_Huawei B2 Talk Band,10740,1,10740,100147633,Mobiles & Tablets,R-LHW-105666,0,cod,07-01-2016,Valid,"10,740",2016,7,2016-7,Jul-16,FY17,77
211397,complete,07-01-2016,cr_DATES WITH CASHEW-200 GM,230,1,740,100147634,Soghaat,\N,0,ublcreditcard,07-01-2016,Net,230,2016,7,2016-7,Jul-16,FY17,49
211398,complete,07-01-2016,cr_DATES WITH WALNUT-200 GM,230,1,740,100147634,Soghaat,\N,0,ublcreditcard,07-01-2016,Net,230,2016,7,2016-7,Jul-16,FY17,49
211399,complete,07-01-2016,UK_Soan Papdi 500 Gms,280,1,740,100147634,Soghaat,\N,0,ublcreditcard,07-01-2016,Net,280,2016,7,2016-7,Jul-16,FY17,49
211400,refund,07-01-2016,Xenium_TG-201653,300,1,1399,100147635,Mobiles & Tablets,\N,0,cod,07-01-2016,Valid,300,2016,7,2016-7,Jul-16,FY17,78
211401,refund,07-01-2016,Xenium_TG-2016132,300,1,1399,100147635,Mobiles & Tablets,\N,0,cod,07-01-2016,Valid,300,2016,7,2016-7,Jul-16,FY17,78
211402,refund,07-01-2016,Xenium_MBC-2016130,799,1,1399,100147635,Mobiles & Tablets,\N,0,cod,07-01-2016,Valid,799,2016,7,2016-7,Jul-16,FY17,78
211403,complete,07-01-2016,ESPICO_Sports Bra-Skin-Free size,480,1,480,100147636,Women's Fashion,R-ISB-58059,0,cod,07-01-2016,Net,480,2016,7,2016-7,Jul-16,FY17,79
211405,complete,07-01-2016,PucaM_FLASH-BLACK-45,1200,1,1000,100147637,Men's Fashion,C-FSD-42225,200,cod,07-01-2016,Net,"1,200",2016,7,2016-7,Jul-16,FY17,80
211407,order_refunded,07-01-2016,Huawei Y221,4530,1,4530,100147638,Mobiles & Tablets,\N,0,cod,07-01-2016,Valid,"4,530",2016,7,2016-7,Jul-16,FY17,81
211408,order_refunded,07-01-2016,Rabia_1-A,1890,1,1890,100147639,Women's Fashion,c-mux-47236,0,cod,07-01-2016,Valid,"1,890",2016,7,2016-7,Jul-16,FY17,82
211409,complete,07-01-2016,kkc_Rose Oasis Prickly Heat Powder,80,1,80,100147640,Beauty & Grooming,R-RWP-103991,0,cod,07-01-2016,Net,80,2016,7,2016-7,Jul-16,FY17,66
211410,order_refunded,07-01-2016,cr_MUZAFTI IRANI (500GM),185,2,170,100147641,Soghaat,C-FSD-42225,200,cod,07-01-2016,Valid,370,2016,7,2016-7,Jul-16,FY17,80
211411,order_refunded,07-01-2016,test_tcsconnect,2,1,8,100147642,\N,\N,0,cod,07-01-2016,Valid,2,2016,7,2016-7,Jul-16,FY17,83
211412,order_refunded,07-01-2016,test_tcsconnect1,1,1,8,100147642,\N,\N,0,cod,07-01-2016,Valid,1,2016,7,2016-7,Jul-16,FY17,83
211413,order_refunded,07-01-2016,Test Hazir Product 2-Karachi,5,1,8,100147642,\N,\N,0,cod,07-01-2016,Valid,5,2016,7,2016-7,Jul-16,FY17,83
211415,order_refunded,07-01-2016,Audionic_B-710,1350,1,1350,100147643,Computing,\N,0,cod,07-01-2016,Valid,"1,350",2016,7,2016-7,Jul-16,FY17,84
211416,order_refunded,07-01-2016,Haier M106,2490,1,2490,100147644,Mobiles & Tablets,C-ISB-103273,0,cod,07-01-2016,Valid,"2,490",2016,7,2016-7,Jul-16,FY17,35
211417,order_refunded,07-01-2016,GBH-GL245-GOLD-7,1650,1,1650,100147645,Women's Fashion,C-MUX-52058,0,cod,07-01-2016,Valid,"1,650",2016,7,2016-7,Jul-16,FY17,85
211419,canceled,07-01-2016,itter_AB1263,1870,1,1870,100147646,Beauty & Grooming,R-PEW-50644,0,mcblite,07-01-2016,Gross,"1,870",2016,7,2016-7,Jul-16,FY17,86
211420,refund,07-01-2016,GBH-GL226-PINK-8,2050,1,2050,100147647,Women's Fashion,C-MUX-52058,0,cod,07-01-2016,Valid,"2,050",2016,7,2016-7,Jul-16,FY17,85
211422,complete,07-01-2016,sstop_3dcreenwithspeakers,995,1,0,100147648,Computing,\N,0,customercredit,07-01-2016,Net,995,2016,7,2016-7,Jul-16,FY17,87
211423,complete,07-01-2016,kcc_krone deal,360,1,360,100147649,Beauty & Grooming,C-MUX-48271,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211424,complete,07-01-2016,kcc_krone deal,360,6,2160,100147650,Beauty & Grooming,C-MUX-48271,0,cod,07-01-2016,Net,"2,160",2016,7,2016-7,Jul-16,FY17,43
211425,complete,07-01-2016,Al Muhafiz Sohan Halwa Almond,350,1,975,100147651,Soghaat,\N,0,cod,07-01-2016,Net,350,2016,7,2016-7,Jul-16,FY17,88
211426,complete,07-01-2016,UK_Namkino Mix Nimco 400 Gms,170,1,975,100147651,Soghaat,\N,0,cod,07-01-2016,Net,170,2016,7,2016-7,Jul-16,FY17,88
211427,complete,07-01-2016,UK_Namkino Khat Mitha Mix 400 Gms,170,1,975,100147651,Soghaat,\N,0,cod,07-01-2016,Net,170,2016,7,2016-7,Jul-16,FY17,88
211428,complete,07-01-2016,UK_Sohan Halwa Tin Pack 400 Gms,285,1,975,100147651,Soghaat,\N,0,cod,07-01-2016,Net,285,2016,7,2016-7,Jul-16,FY17,88
211429,complete,07-01-2016,kcc_glamour deal,320,1,320,100147652,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,320,2016,7,2016-7,Jul-16,FY17,43
211430,complete,07-01-2016,bata_leena-5178202-38-5,1099,1,1099,100147653,Women's Fashion,\N,0,cod,07-01-2016,Net,"1,099",2016,7,2016-7,Jul-16,FY17,89
211432,complete,07-01-2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147654,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,240,2016,7,2016-7,Jul-16,FY17,43
211433,complete,07-01-2016,kcc_krone deal,360,2,720,100147655,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,720,2016,7,2016-7,Jul-16,FY17,43
211434,complete,07-01-2016,kcc_glamour deal,320,2,640,100147656,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,640,2016,7,2016-7,Jul-16,FY17,43
211435,canceled,07-01-2016,KC_209 White-M,3290,1,3290,100147657,Men's Fashion,\N,0,cod,07-01-2016,Gross,"3,290",2016,7,2016-7,Jul-16,FY17,90
211437,complete,07-01-2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,2,480,100147658,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,480,2016,7,2016-7,Jul-16,FY17,43
211438,complete,07-01-2016,kcc_krone deal,360,1,360,100147659,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211439,complete,07-01-2016,kcc_glamour deal,320,1,320,100147660,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,320,2016,7,2016-7,Jul-16,FY17,43
211440,complete,07-01-2016,kcc_krone deal,360,1,360,100147661,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211441,complete,07-01-2016,kcc_glamour deal,320,1,320,100147662,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,320,2016,7,2016-7,Jul-16,FY17,43
211442,complete,07-01-2016,mm_AG-1038c,1690,1,1013,100147663,Appliances,\N,0,cod,07-01-2016,Net,"1,690",2016,7,2016-7,Jul-16,FY17,91
211443,complete,07-01-2016,3m_DC272923871,500,1,1013,100147663,Superstore,\N,0,cod,07-01-2016,Net,500,2016,7,2016-7,Jul-16,FY17,91
211444,complete,07-01-2016,MEGUIAR_G12711,2800,1,1013,100147663,Others,\N,0,cod,07-01-2016,Net,"2,800",2016,7,2016-7,Jul-16,FY17,91
211445,complete,07-01-2016,MEGUIAR_G3503,2550,1,1013,100147663,Others,\N,0,cod,07-01-2016,Net,"2,550",2016,7,2016-7,Jul-16,FY17,91
211446,complete,07-01-2016,MEGUIAR_X3070,570,1,1013,100147663,Others,\N,0,cod,07-01-2016,Net,570,2016,7,2016-7,Jul-16,FY17,91
211447,complete,07-01-2016,BFk_Denim Jeans with Gallace for Boys |OF67-3-4 yrs,903,1,1013,100147663,Kids & Baby,\N,0,cod,07-01-2016,Net,903,2016,7,2016-7,Jul-16,FY17,91
211449,complete,07-01-2016,RS_Soan Papri-250gm,150,1,150,100147664,Soghaat,\N,0,cod,07-01-2016,Net,150,2016,7,2016-7,Jul-16,FY17,92
211450,complete,07-01-2016,kcc_krone deal,360,1,360,100147665,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,360,2016,7,2016-7,Jul-16,FY17,43
211451,complete,07-01-2016,kcc_glamour deal,320,1,320,100147666,Beauty & Grooming,C-MUX-31510,0,cod,07-01-2016,Net,320,2016,7,2016-7,Jul-16,FY17,43
